place_name,feature,positive_count,negative_count,neutral_count,total_mentions,dominant_sentiment,average_confidence,sample_evidence,place_total_mentions,TF,doc_freq,IDF,TF_IDF,defining_score
Ravana Ella Falls,Weather condition,2,40,2,44,negative,0.762,We visited the Falls twice in two weeks it was an amazing experience the second time they had been torrential rain so the waterfall looked amazing,1096,0.040145985401459854,82,0.6992262266363275,0.028071125886859862,0.021390197925787214
Ravana Ella Falls,Bridge,5,4,5,14,positive,0.79,If you are driving past you can stop nearby and take pictures from over the bridge and enjoy the view without having to get wet!Luckily when we went it was crowded!,1096,0.012773722627737226,20,2.1102132003465894,0.02695527810661702,0.021294669704227446
Ravana Ella Falls,Scenic view,67,6,36,109,positive,0.78,the valley road crosses about half way up the falls so you get a very easy and good view from the roadway.,1096,0.09945255474452555,128,0.25391520998096345,0.02525251632109947,0.019696962730457585
Ravana Ella Falls,Parking,10,5,9,24,positive,0.786,"A very picturesque location, the upper falls are easily visible from the road, limited parking but well worth stopping for.",1096,0.021897810218978103,54,1.1169614273363062,0.024459009357729333,0.019224781355175257
Ravana Ella Falls,Viewpoint,4,2,5,11,neutral,0.816,It was really busy as it was the Sri Lankan New Year holiday and the main view point is from the main road so it gets very congested.,1096,0.010036496350364963,29,1.7386496439141066,0.017449950805707274,0.014239159857457134
Ravana Ella Falls,Water clarity,4,1,0,5,positive,0.904,"The cool,clear water was refreshing too.",1096,0.004562043795620438,13,2.540996116439044,0.011592135567696367,0.010479290553197516
Ravana Ella Falls,Trail,5,0,4,9,positive,0.756,Nice that a local dog decided of all places to go it picked the narrow path to the falls.,1096,0.008211678832116789,39,1.4423838277709342,0.011844392746294168,0.008954360916198391
Ravana Ella Falls,Restaurants,6,0,2,8,positive,0.805,The ride was definitely the best bit but the waterfall was nice to see and there is a few cafes/restaurants/shops around.,1096,0.0072992700729927005,49,1.214125175789954,0.008862227560510614,0.007134093186211045
Ravana Ella Falls,River,3,1,1,5,positive,0.804,"so not much, just frustrating.The falls are impressive and make for some excellent photos, you can even scramble across a small river just by the road to get some close up shots if you desire.Having driven past on a few occasions during our time in Ella we noticed it always seems busy, so be prepared to have to wait",1096,0.004562043795620438,33,1.6094379124341003,0.007342326242856296,0.005903230299256462
Ravana Ella Falls,Value for money,16,2,0,18,positive,0.811,Some paid parking available but free to view.,1096,0.016423357664233577,112,0.38744660260548613,0.0063631741303820715,0.0051605342197398605
Ravana Ella Falls,Accommodation,4,1,6,11,neutral,0.778,"The waterfall was 2km away from my hostel and on my way to Ella, so I decided to give it a try and visit the Ravana Falls.It's free and there are a lot of small food and souvenir dealers in front where you can buy fresh fruits, drinks and rocks/souvenirs.The waterfall itself is impressive and very powerful.",1096,0.010036496350364963,90,0.6061358035703155,0.006083479780359006,0.004732947269119307
Ravana Ella Falls,Cleanliness,7,9,0,16,negative,0.878,added to that the amount of rubbish dumped around is a disgrace.,1096,0.014598540145985401,117,0.34377153910282454,0.005018562614639774,0.004406297975653721
Ravana Ella Falls,Entrance fee,2,3,3,8,negative,0.807,"If on a scooter, beware of the parking dude trying to charge you 200 for a 20 rupees parking fee ticket (the price is printed on the receipt) and the pushy dude trying to sell you some piece of rock by forcing it into your hands.",1096,0.0072992700729927005,87,0.6400373552459969,0.004671805512744503,0.0037701470487848145
Ravana Ella Falls,Beach,2,0,3,5,neutral,0.772,This is a good place to stop when leaving Ella or Nuwera Eliya to go to the south coast.,1096,0.004562043795620438,64,0.9470623905409088,0.0043205401028326125,0.003335456959386777
Ravana Ella Falls,Peacefulness,12,0,0,12,positive,0.823,"It’s by a road too so it’s not too peaceful.There is no walking or hiking here, I wouldn’t go out of my way to see it.",1096,0.010948905109489052,129,0.24613306953890854,0.00269488762268878,0.0022178925134728657
Richmond Castle,Local guide,36,2,19,57,positive,0.776,I really enjoyed the story around the castle and the guide was very informative.,302,0.18874172185430463,66,0.9162907318741551,0.172942290453069,0.13420321739158156
Richmond Castle,Colonial architecture,9,0,12,21,neutral,0.777,A nice place to have an experience of the lifestyle of a wealthy man in colonial times.,302,0.0695364238410596,24,1.927891643552635,0.13405869044571303,0.10416360247631903
Richmond Castle,Family friendliness,18,1,23,42,neutral,0.775,"Definitely try and find the time to visit the castle if you are in the area, the story of the development and family is fascinating and the views from the balcony is excellent across the hills.",302,0.1390728476821192,89,0.6173091041684409,0.08585093501680303,0.06653447463802235
Richmond Castle,Guided tours,10,0,5,15,positive,0.839,"it's a very interesting place to visit, though it is not renovated at all.the tour guide from the castle gives excellent overview of the place making the visit a great experience.",302,0.04966887417218543,36,1.5224265354444706,0.07561721202538761,0.0634428408893002
Richmond Castle,Ticket price,14,2,19,35,neutral,0.773,It is worth as the entry price helps supporting the boy orphanage that is there.,302,0.11589403973509933,94,0.5626506916305767,0.06520786161281518,0.05040567702670613
Richmond Castle,Entrance fee,10,2,16,28,neutral,0.829,Well worth the 100 rupees entrance fee.......,302,0.09271523178807947,87,0.6400373552459969,0.05934121174466197,0.04919386453632477
Richmond Castle,River,5,0,5,10,positive,0.782,Grand house with estate area located in the banks of Kalu river with wonderful guide to explain the same.,302,0.033112582781456956,33,1.6094379124341003,0.05329264610708942,0.041674849255743926
Richmond Castle,Public transport access,8,0,15,23,neutral,0.799,I really enjoyed my trip here - a tuk tuk ride just outside of Kalutara.,302,0.076158940397351,90,0.6061358035703155,0.04616266053681211,0.036883965768912876
Richmond Castle,Service quality,9,1,6,16,positive,0.788,he is a lovely man and will provide you a fantastic service.,302,0.052980132450331126,88,0.6286086594223741,0.03330377003562247,0.026243370788070503
Richmond Castle,Sculptures,6,0,3,9,positive,0.798,We found this by chance it's really quite amazing so much history the wood work carvings of the main staircase is just so beautiful.,302,0.029801324503311258,55,1.0986122886681098,0.0327401013179238,0.026126600851703194
Richmond Castle,Beach,2,0,5,7,neutral,0.757,"During our beach stay, we went to see Richmond castle & it was interesting & worth to see.Our guide has given us interesting information about the history of this castle.loved to see this place.",302,0.023178807947019868,64,0.9470623905409088,0.02195177726419325,0.01661749538899429
Richmond Castle,Value for money,7,3,0,10,positive,0.832,Castle is still in a state of renovation and is being used as a orphanage and free day care centre for the local village.,302,0.033112582781456956,112,0.38744660260548613,0.012829357702168417,0.010674025608204123
Richmond Castle,Weather condition,1,4,1,6,negative,0.763,"We were taken here by our guide Sunny who explained the history of the place to us before we entered which helped us understand it better,",302,0.019867549668874173,82,0.6992262266363275,0.013891911787476705,0.010599528693844727
Richmond Castle,Peacefulness,9,0,0,9,positive,0.831,The garden is nice and it is peaceful.,302,0.029801324503311258,129,0.24613306953890854,0.007335091476325089,0.006095461016826149
Richmond Castle,Cleanliness,6,0,0,6,positive,0.887,"Well maintained by the staff at Richmond ,Nice place to visit, situated by the kalu ganga , Richmand castle had all the facilities in modern castle , Superb architect design .",302,0.019867549668874173,117,0.34377153910282454,0.006829898127870686,0.006058119639421299
Richmond Castle,Scenic view,6,0,2,8,positive,0.787,"Definitely try and find the time to visit the castle if you are in the area, the story of the development and family is fascinating and the views from the balcony is excellent across the hills.",302,0.026490066225165563,128,0.25391520998096345,0.006726230727972542,0.005293543582914391
Ridee Viharaya (silver Temple),Temple,38,1,21,60,positive,0.798,The temple is well kept and the cave temple is tiny but interesting.,207,0.2898550724637681,76,0.7752121336142496,0.2246991691635506,0.17930993699251338
Ridee Viharaya (silver Temple),Food quality,10,0,2,12,positive,0.773,On the way back we stopped at Ridigama and had a hearty breakfast of local cuisine at a very clean little cooperative restaurant run by a group of ladies.,207,0.057971014492753624,16,2.3333567516607996,0.13526705806729272,0.10456143588601728
Ridee Viharaya (silver Temple),Mountain,8,0,1,9,positive,0.767,And one of the drawings in the caves is the only drawing that shows Adam's peak with Budha's footprint; I went with bunch of old people and was excited to hear the history from them..The little Chaithya on the rocks was so serene..!,207,0.043478260869565216,24,1.927891643552635,0.0838213758066363,0.06429099524369004
Ridee Viharaya (silver Temple),Murals,3,0,3,6,positive,0.79,Beautiful cave temple with fantastic wall murals,207,0.028985507246376812,11,2.70805020110221,0.0784942087276003,0.06201042489480424
Ridee Viharaya (silver Temple),Sculptures,5,0,9,14,neutral,0.77,"This gem of a temple is an absolute must - beautiful, cut into the rock face, great statues, gold buddha, reclining buddha (a smaller version of the Dambulla cases).",207,0.06763285024154589,55,1.0986122886681098,0.07430228039301225,0.05721275590261943
Ridee Viharaya (silver Temple),Buddha statue,2,0,9,11,neutral,0.787,"This gem of a temple is an absolute must - beautiful, cut into the rock face, great statues, gold buddha, reclining buddha (a smaller version of the Dambulla cases).",207,0.05314009661835749,47,1.255797872190522,0.06673322026133209,0.052519044345668356
Ridee Viharaya (silver Temple),Paintings,3,0,2,5,positive,0.784,a small temple with nice paintings and statues in front of the big statue.,207,0.024154589371980676,29,1.7386496439141066,0.04199636821048566,0.03292515267702076
Ridee Viharaya (silver Temple),Local guide,3,0,5,8,neutral,0.751,"THe guide (no charge) pointed out Dutch tiles, explained some of the symbolism of pieces, drew our attention to ivory doorway Point is, it was beautiful.",207,0.03864734299516908,66,0.9162907318741551,0.03541220219803498,0.02659456385072427
Ridee Viharaya (silver Temple),Scenic view,21,0,4,25,positive,0.8,Interesting Buddhist site with history and beautiful views.,207,0.12077294685990338,128,0.25391520998096345,0.030666088161952106,0.024532870529561684
Ridee Viharaya (silver Temple),Forest,3,0,2,5,positive,0.792,"We had a great time visiting the temple, accompanied by Vijitha who explained many things about the history of Buddhism and this place.The place is beautiful, surrounded by jungle.Such a peaceful place!",207,0.024154589371980676,51,1.1741198411762548,0.028360382637107603,0.022461423048589224
Ridee Viharaya (silver Temple),Accommodation,7,0,2,9,positive,0.809,"As others note, there is a hotel there…and it is free for travelers to stay there.",207,0.043478260869565216,90,0.6061358035703155,0.026353730590013717,0.0213201680473211
Ridee Viharaya (silver Temple),Service quality,7,1,0,8,positive,0.82,Very friendly staff they have - and will explain the history etc.,207,0.03864734299516908,88,0.6286086594223741,0.024294054470429916,0.01992112466575253
Ridee Viharaya (silver Temple),Peacefulness,18,0,0,18,positive,0.807,"over 200years legends and tales are with the Ridi Viharaya, you can go into peaceful walk and see,explore, discover the architecture and the calmness within ....",207,0.08695652173913043,129,0.24613306953890854,0.021402875612079004,0.017272120618947756
Ridee Viharaya (silver Temple),Value for money,10,1,0,11,positive,0.807,"However, it is free (although a small donation is welcomed), unlike expensive Dambulla and there is nobody there....",207,0.05314009661835749,112,0.38744660260548613,0.020588949896909892,0.016615282566806285
